NAME,TAXON_NAME,ACTIVE_DATA_ENTRY,TAXON_GROUP_CLASS,FAMILY,RANK,MAITLAND_CODE,CEH_CODE,CEH_NAME,AQEM_CODE,NBN_CODE,RED_BOOK_TEXT,AUTHORITY,ALT_TAXONNAME_1,ALT_TAXONNAME_2,ALT_TAXONNAME_3,LAMM_ACID_SENS,LAMM_WEIGHTING,LAMM_TAXON,LAMM_TL,AWIC_A,AWIC_B,AWIC_C,AWIC_TAXON,BMWP,WHPT_P,WHPT_A,WHPT_B,WHPT_C,WHPT_D,PSI_GROUP,EPSI_WEIGHT_TL5,EPSI_WEIGHT_FAM,LIFE_GROUP,SPEAR_SPECIES,TL5_TAXON,TL4_TAXON,TL3_TAXON,TL2_TAXON,TL1_TAXON,TL2_5_TAXON,TL2_5_ORDER,ECN_TL,DISPLAY_GROUP,ENTRY_SCREEN,CHANGED_ON,CHANGED_BY,GROUP_NAME,REMOVED
2212,Bythotrephes longimanus,T,Cladocera,Cercopagidae,Species,29520101,29520101,Bythotrephes longimanus,,NBNSYS0000013790,,"Leydig, 1860",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2213,Bythotrephes cederstroemii,F,Cladocera,Cercopagidae,Species,29520102,,,,NBNSYS0100009775,,Schoedler,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2214,Ostracoda,T,Ostracoda,,Class,30000000,30000000,Ostracoda,8740,NBNSYS0000037040,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2215,Cytheracea,T,Ostracoda,,Family,30100000,30100000,Cytheracea,,NBNSYS0100011209,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2216,Limnocytheridae,T,Ostracoda,Limnocytheridae,Family,30110000,30110000,Limnocytheridae,,NBNSYS0100012815,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2217,Limnocythere,T,Ostracoda,Limnocytheridae,Genus,30110100,30110100,Limnocythere,,NBNSYS0000134601,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2218,Limnocythere inopinata,T,Ostracoda,Limnocytheridae,Species,30110101,30110101,Limnocythere inopinata,,NBNSYS0000033123,,"(Baird, 1843)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2219,Limnocythere sancti-patricii,T,Ostracoda,Limnocytheridae,Species,30110102,30110102,Limnocythere sancti-patricii,,NBNSYS0000032978,,Brady and Robertson,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2220,Metacypris,T,Ostracoda,Limnocytheridae,Genus,30110200,30110200,Metacypris,,NBNSYS0000135083,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2221,Metacypris cordata,T,Ostracoda,Limnocytheridae,Species,30110201,30110201,Metacypris cordata,,NBNSYS0000033196,,"Brady and Robertson, 1870",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2222,Cytherideidae,T,Ostracoda,Cytherideidae,Family,30120000,30120000,Cytherideidae,,NBNSYS0000181069,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2223,Cytherissa,T,Ostracoda,Cytherideidae,Genus,30120100,30120100,Cytherissa,,NBNSYS0000132209,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2224,Cytherissa lacustris,T,Ostracoda,Cytherideidae,Species,30120101,30120101,Cytherissa lacustris,,NBNSYS0000032977,,"Sars, 1863",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2225,Cyprideis,T,Ostracoda,Cytherideidae,Genus,30120200,30120200,Cyprideis,,NBNSYS0000181040,,"Jones, 1857",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2226,Cyprideis torosa,T,Ostracoda,Cytherideidae,Species,30120201,30120201,Cyprideis torosa,,NBNSYS0000181041,,"Jones, 1857",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2227,Darwinulacea,T,Ostracoda,,Family,30200000,30200000,Darwinulacea,,NBNSYS0100011222,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2228,Darwinulidae,T,Ostracoda,Darwinulidae,Family,30210000,30210000,Darwinulidae,,NBNSYS0000159824,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2229,Darwinula,T,Ostracoda,Darwinulidae,Genus,30210100,30210100,Darwinula,,NBNSYS0000132257,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2230,Darwinula stevensoni,T,Ostracoda,Darwinulidae,Species,30210101,30210101,Darwinula stevensoni,,NBNSYS0000033228,,"(Brady and Robertson, 1870)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2231,Cypridacea,T,Ostracoda,,Family,30300000,30300000,Cypridacea,,NBNSYS0100011201,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2232,Ilyocyprididae,T,Ostracoda,Ilyocyprididae,Family,30310000,30310000,Ilyocyprididae,,NBNSYS0000160226,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2233,Ilyocypris,T,Ostracoda,Ilyocyprididae,Genus,30310100,30310100,Ilyocypris,,NBNSYS0000134107,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2234,Ilyocypris biplicata,T,Ostracoda,Ilyocyprididae,Species,30310101,30310101,Ilyocypris biplicata,,NBNSYS0000149497,,Koch,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2235,Ilyocypris bradyi,T,Ostracoda,Ilyocyprididae,Species,30310102,30310102,Ilyocypris bradyi,,NBNSYS0000033227,,"Sars, 1890",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2236,Ilyocypris decipiens,T,Ostracoda,Ilyocyprididae,Species,30310103,30310103,Ilyocypris decipiens,,NBNSYS0000033182,,"Masi, 1905",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2237,Ilyocypris getica,T,Ostracoda,Ilyocyprididae,Species,30310104,30310104,Ilyocypris getica,,NBNSYS0000033135,,"Masi, 1905",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2238,Ilyocypris gibba,T,Ostracoda,Ilyocyprididae,Species,30310105,30310105,Ilyocypris gibba,,NBNSYS0000032971,,"(Ramdohr, 1808)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2239,Ilyocypris inermis,T,Ostracoda,Ilyocyprididae,Species,30310106,30310106,Ilyocypris inermis,,NBNSYS0000032972,,"Kaufmann, 1900",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2240,Ilyocypris monstrifica,T,Ostracoda,Ilyocyprididae,Species,30310107,30310107,Ilyocypris monstrifica,,NBNSYS0000033223,,"(Norman, 1862)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2241,Candonidae,T,Ostracoda,Candonidae,Family,30320000,30320000,Candonidae,,NBNSYS0000159575,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2242,Candonopsis,T,Ostracoda,Candonidae,Genus,30320100,30320100,Candonopsis,,NBNSYS0000131232,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2243,Candonopsis kingsleyi,T,Ostracoda,Candonidae,Species,30320101,30320101,Candonopsis kingsleii,,NBNSYS0100009864,,(Brady and Robertson 1870),Candonopsis kingsleii,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2244,Paracandona,T,Ostracoda,Candonidae,Genus,30320200,30320200,Paracandona,,NBNSYS0000136062,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2245,Paracandona euplectella,T,Ostracoda,Candonidae,Species,30320201,30320201,Paracandona euplectella,,NBNSYS0000033082,,"(Brady and Norman, 1889)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2246,Pseudocandona,T,Ostracoda,Candonidae,Genus,30320300,30320300,Pseudocandona,,NBNSYS0100014875,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2247,Pseudocandona elongata,T,Ostracoda,Candonidae,Species,30320301,30320301,Pseudocandona elongata,,NBNSYS0100014876,,Holmes,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2248,Candona,T,Ostracoda,Candonidae,Genus,30320400,30320400,Candona,,NBNSYS0000131231,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2249,Candona (Cryptocandona),T,Ostracoda,Candonidae,Subgenus,30320410,30320410,Candona (Cryptocandona),,NBNSYS0100009856,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2250,Candona reducta,T,Ostracoda,Candonidae,Species,30320411,30320411,Candona (Cryptocandona) reducta,,NBNSYS0100009861,,Alm,Candona (Cryptocandona) reducta,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2251,Candona vavrai,T,Ostracoda,Candonidae,Species,30320412,30320412,Candona (Cryptocandona) vavrai,,NBNSYS0100009862,,Kaufmann,Candona (Cryptocandona) vavrai,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2252,Candona (Candona),T,Ostracoda,Candonidae,Subgenus,30320420,30320420,Candona (Candona),,NBNSYS0100009855,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2253,Candona angulata,T,Ostracoda,Candonidae,Species,30320421,30320421,Candona (Candona) angulata,,NBNSYS0000033097,,"(Muller, 1900)",Candona (Candona) angulata,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2254,Candona candida,T,Ostracoda,Candonidae,Species,30320422,30320422,Candona (Candona) candida,,NBNSYS0000033198,,"Muller, 1785",Candona (Candona) candida,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2255,Candona neglecta,T,Ostracoda,Candonidae,Species,30320423,30320423,Candona (Candona) neglecta,,NBNSYS0000033255,,"(Sars, 1887)",Candona (Candona) neglecta,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2256,Candona weltneri,T,Ostracoda,Candonidae,Species,30320424,30320424,Candona (Candona) weltneri,,NBNSYS0100009863,,Hartwig,Candona (Candona) weltneri,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2257,Candona (Typhlocypris),T,Ostracoda,Candonidae,Subgenus,30320430,30320430,Candona (Typhlocypris),,NBNSYS0100009859,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2258,Candona compressa,T,Ostracoda,Candonidae,Species,30320431,30320431,Candona (Typhlocypris) compressa,,NBNSYS0000033200,,"(Koch, 1838)",Candona (Typhlocypris) compressa,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2259,Candona insculpta,T,Ostracoda,Candonidae,Species,30320432,30320432,Candona (Typhlocypris) insculpta,,NBNSYS0000033080,,"(Muller, 1900)",Candona (Typhlocypris) insculpta,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2260,Candona lobipes,T,Ostracoda,Candonidae,Species,30320433,30320433,Candona (Typhlocypris) lobipes,,NBNSYS0000033174,,"Hartwig, 1900",Candona (Typhlocypris) lobipes,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2261,Candona marchica,T,Ostracoda,Candonidae,Species,30320434,30320434,Candona (Typhlocypris) marchica,,NBNSYS0100009860,,Hartwig,Candona (Typhlocypris) marchica,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2262,Candona parallela,T,Ostracoda,Candonidae,Species,30320435,30320435,Candona (Typhlocypris) parallela,,NBNSYS0000143616,,"Muller, 1900",Candona (Typhlocypris) parallela,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2263,Candona pratensis,T,Ostracoda,Candonidae,Species,30320436,30320436,Candona (Typhlocypris) pratensis,,NBNSYS0000033098,,"Hartwig, 1901",Candona (Typhlocypris) pratensis,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2264,Candona rostrata,T,Ostracoda,Candonidae,Species,30320437,30320437,Candona (Typhlocypris) rostrata,,NBNSYS0000033247,,"(Brady and Norman, 1889)",Candona (Typhlocypris) rostrata,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2265,Candona sarsi,T,Ostracoda,Candonidae,Species,30320438,30320438,Candona (Typhlocypris) sarsi,,NBNSYS0000033166,,"(Hartwig, 1899)",Candona (Typhlocypris) sarsi,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2266,Candona stagnalis,T,Ostracoda,Candonidae,Species,30320439,30320439,Candona (Typhlocypris) stagnalis,,NBNSYS0000033152,,"(Sars, 1890)",Candona (Typhlocypris) stagnalis,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2267,Candona (Fabaeformiscandona),T,Ostracoda,Candonidae,Subgenus,30320450,30320450,Candona (Fabaeformiscandona),,NBNSYS0100009858,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2268,Candona fabaeformis,T,Ostracoda,Candonidae,Species,30320451,30320451,Candona (Fabaeformiscandona) fabaeformis,,NBNSYS0000033204,,"(Fischer, 1851)",Candona (Fabaeformiscandona) fabaeformis,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2269,Candona (Eucandona),T,Ostracoda,Candonidae,Subgenus,30320460,30320460,Candona (Eucandona),,NBNSYS0100009857,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2270,Candona acuminata,T,Ostracoda,Candonidae,Species,30320461,30320461,Candona (Eucandona) acuminata,,NBNSYS0000033145,,"(Fischer, 1854)",Candona (Eucandona) acuminata,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2271,Candona caudata,T,Ostracoda,Candonidae,Species,30320462,30320462,Candona (Eucandona) caudata,,NBNSYS0000033244,,"(Kaufmann, 1900)",Candona (Eucandona) caudata,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2272,Candona hyalina,T,Ostracoda,Candonidae,Species,30320463,30320463,Candona (Eucandona) hyalina,,NBNSYS0000033079,,"(Brady and Robertson, 1870)",Candona (Eucandona) hyalina,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2273,Candona protzi,T,Ostracoda,Candonidae,Species,30320464,30320464,Candona (Eucandona) protzi,,NBNSYS0000033211,,"(Hartwig, 1898)",Candona (Eucandona) protzi,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2274,Cyclocypris,T,Ostracoda,Candonidae,Genus,30320500,30320500,Cyclocypris,,NBNSYS0000132148,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2275,Cyclocypris globosa,T,Ostracoda,Candonidae,Species,30320501,30320501,Cyclocypris globosa,,NBNSYS0000033093,,"(Sars, 1863)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2276,Cyclocypris laevis,T,Ostracoda,Candonidae,Species,30320502,30320502,Cyclocypris laevis,,NBNSYS0000033209,,"(Muller, 1785)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2277,Cyclocypris ovum,T,Ostracoda,Candonidae,Species,30320503,30320503,Cyclocypris ovum,,NBNSYS0000033246,,"(Jurine, 1820)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2278,Cyclocypris serena,T,Ostracoda,Candonidae,Species,30320504,30320504,Cyclocypris serena,,NBNSYS0000033210,,"(Koch, 1837)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2279,Cypria,T,Ostracoda,Candonidae,Genus,30320600,30320600,Cypria,,NBNSYS0000132191,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2280,Cypria exsculpta,T,Ostracoda,Candonidae,Species,30320601,30320601,Cypria exsculpta,,NBNSYS0000033251,,"(Fischer, 1855)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2281,Cypria ophthalmica,T,Ostracoda,Candonidae,Species,30320602,30320602,Cypria ophthalmica,,NBNSYS0000033248,,"(Jurine, 1820)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2282,Notodromatidae,T,Ostracoda,Notodromatidae,Family,30330000,30330000,Notodromatidae,,NBNSYS0100013979,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2283,Notodromas,T,Ostracoda,Notodromatidae,Genus,30330100,30330100,Notodromas,,NBNSYS0000135649,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2284,Notodromas monacha,T,Ostracoda,Notodromatidae,Species,30330101,30330101,Notodromas monacha,,NBNSYS0000033151,,"(Muller, 1776)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2285,Cyprois,T,Ostracoda,Notodromatidae,Genus,30330200,30330200,Cyprois,,NBNSYS0000132197,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2286,Cyprois marginata,T,Ostracoda,Notodromatidae,Species,30330201,30330201,Cyprois marginata,,NBNSYS0000033214,,"(Strauss, 1821)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2287,Cyprididae,T,Ostracoda,Cyprididae,Family,30340000,30340000,Cyprididae,,NBNSYS0000159813,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2288,Scottia,T,Ostracoda,Cyprididae,Genus,30340100,30340100,Scottia,,NBNSYS0000137656,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
2289,Scottia pseudobrowniana,T,Ostracoda,Cyprididae,Species,30340101,30340101,Scottia pseudobrowniana,,NBNSYS0000033084,,"Kempf, 1971",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
